Name,IncludedIPs,ExcludedIPs,IncludedGroups,Comment
LONG_IP_OBJ_1,"10.1.8.64/32,10.1.8.121/32,10.1.17.119-120,10.1.32.39/32,10.1.32.59/32,10.2.31.247-248,10.254.17.137-138,10.254.36.227-228,10.254.45.35-36,10.254.63.243-244,10.2.0.0/20,10.9.16.0/20,10.9.64.0/19,10.15.0.0/20,10.17.0.0/16,10.20.0.0/16,10.21.0.0/21,10.35.0.0/18,10.35.64.0/18,10.60.177.0/24,10.60.190.0/23,10.60.192.0/23,10.128.0.0/16,10.129.192.0/20,10.130.0.0/16,10.131.124.0/22,10.139.138.0/23,10.139.140.0/22,10.140.128.0/21,10.140.136.0/23,10.140.138.0/24,10.254.144.0/20,30.192.32.0/24,30.192.80.0/24,172.16.0.0/18,172.16.64.0/22,172.17.192.0/18,172.18.0.0/16",,,
